anfitrión/a,tiempo_respuesta,es_superhost,ciudad,pais,latitud,longitud,tipo_propiedad,capacidad,puntaje_promedio_comunicación,puntaje_promedio_localización,servicio_tv_cable,servicio_aire_acondicionado
349059281,dentro de una hora,0,New York,United States,40.69897,-73.9091,pieza privada en departamento,4,9,10,0,1
261528986,dentro de un día,1,Cape Town,South Africa,-33.88675,18.60929,suite de invitado completa,2,10,10,0,1
47113806,dentro de algunas horas,0,Mexico City,Mexico,19.4272,-99.15965,pieza privada en departamento,2,10,10,0,0
23194121,dentro de algunas horas,0,Istanbul,Turkey,41.03207,28.97763,pieza privada en departamento,2,6,8,0,1
6053288,dentro de algunos días o más,0,Paris,France,48.86936,2.37446,apartamento completo,2,9,9,0,0
73841545,dentro de una hora,1,Mexico City,Mexico,19.40558,-99.16879,pieza privada en departamento,2,10,10,1,0
36348471,dentro de una hora,0,Paris,France,48.84002,2.3807,pieza privada en departamento,2,9,9,1,1
8092720,dentro de algunos días o más,0,Paris,France,48.84249,2.31073,estudio completo,4,10,10,1,0
22911134,dentro de algunas horas,0,Bangkok,Thailand,13.71223,100.59565,condominio completo,3,10,9,1,1
307023415,dentro de una hora,1,Rio de Janeiro,Brazil,-22.97987,-43.19178,apartamento completo,3,10,10,0,1
59289349,dentro de una hora,0,Paris,France,48.83962,2.35712,apartamento completo,8,9,10,0,0
18058566,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.96332,-43.17654,apartamento completo,5,10,10,0,1
372793980,dentro de una hora,0,Paris,France,48.85839,2.34644,pieza en hotel,2,9,10,0,1
120767920,dentro de una hora,0,New York,United States,40.75592,-73.81234,pieza privada en casa,2,10,9,0,1
57696264,dentro de algunas horas,0,Mexico City,Mexico,19.41911,-99.15419,casa completa,3,10,10,1,0
376844395,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98374,-43.19626,apartamento completo,6,10,10,0,1
348293564,dentro de una hora,0,Rio de Janeiro,Brazil,-22.9848,-43.19156,apartamento completo,2,10,10,0,1
79950759,dentro de una hora,1,Paris,France,48.85572,2.36138,apartamento completo,4,10,10,1,0
43685973,dentro de algunos días o más,0,Paris,France,48.88846,2.32217,apartamento completo,2,10,10,0,0
262377431,dentro de una hora,0,Paris,France,48.84761,2.29979,apartamento completo,6,10,10,1,0
46026691,dentro de una hora,1,Istanbul,Turkey,41.0283,28.97832,apartamento completo,5,10,10,0,0
304327199,dentro de una hora,0,New York,United States,40.6716,-73.92148,pieza privada en casa,3,10,9,0,0
219731180,dentro de una hora,0,Mexico City,Mexico,19.41345,-99.16729,pieza privada en departamento,2,9,10,0,0
221366518,dentro de una hora,1,Cape Town,South Africa,-33.91193,18.41629,apartamento completo,4,10,10,0,0
31162933,dentro de una hora,0,Rome,Italy,41.89319,12.50598,apartamento completo,4,10,9,0,1
152903908,dentro de una hora,0,Sydney,Australia,-33.82747,151.22674,apartamento completo,4,10,10,0,0
7310057,dentro de una hora,0,New York,United States,40.76845,-73.91894,pieza privada en departamento,2,10,10,0,1
111555164,dentro de una hora,1,Rio de Janeiro,Brazil,-22.79868,-43.20598,pieza privada en departamento,3,10,9,0,1
18272255,dentro de una hora,1,New York,United States,40.67357,-73.96577,apartamento completo,3,10,10,1,1
13860299,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.94034,-43.17768,apartamento completo,7,10,10,1,1
20471627,dentro de algunas horas,1,Mexico City,Mexico,19.36162,-99.18134,apartamento completo,2,10,10,0,0
25067261,dentro de una hora,0,Rio de Janeiro,Brazil,-22.97894,-43.19044,apartamento completo,6,9,9,1,1
856488,dentro de algunas horas,1,Paris,France,48.85887,2.39049,apartamento completo,2,10,10,0,0
255539014,dentro de algunas horas,0,Istanbul,Turkey,40.98024,28.72206,apartamento completo,7,8,8,0,0
2023070,dentro de una hora,0,Rome,Italy,41.87123,12.4681,apartamento completo,5,9,9,0,1
74874420,dentro de algunos días o más,0,Paris,France,48.82651,2.34132,apartamento completo,4,10,10,0,0
51501835,dentro de un día,0,New York,United States,40.76411,-73.99371,apartamento completo,5,9,10,1,1
269662068,dentro de algunos días o más,0,Bangkok,Thailand,13.78135,100.57602,apartamento completo,2,10,10,0,1
20073379,dentro de una hora,0,Paris,France,48.85881,2.35756,apartamento completo,8,9,10,1,0
362229,dentro de una hora,0,Sydney,Australia,-33.77484,151.27733,casa completa,6,10,10,1,1
22142830,dentro de una hora,1,Rome,Italy,41.88881,12.47052,apartamento completo,4,10,10,1,0
15176870,dentro de una hora,1,Rome,Italy,41.89499,12.49128,apartamento completo,2,10,10,0,1
192826478,dentro de algunas horas,0,Rome,Italy,41.93143,12.53492,apartamento completo,6,10,9,0,1
18756040,dentro de una hora,1,Sydney,Australia,-33.73991,151.06871,apartamento completo,3,10,9,0,1
535822,dentro de un día,0,Rome,Italy,41.89903,12.50479,apartamento completo,3,10,10,0,1
869880,dentro de una hora,1,New York,United States,40.7338,-73.98491,pieza privada en departamento,1,10,10,0,1
47290614,dentro de una hora,0,Sydney,Australia,-33.88345,151.23324,casa completa,4,9,10,0,0
41434706,dentro de una hora,0,Rome,Italy,41.86238,12.45705,apartamento completo,5,10,9,0,1
173089758,dentro de una hora,1,Mexico City,Mexico,19.38507,-99.15602,pieza privada en departamento,2,10,10,0,0
122389301,dentro de una hora,0,Cape Town,South Africa,-34.20475,18.45739,apartamento completo,4,10,10,1,0
226664611,dentro de una hora,0,New York,United States,40.67987,-73.81214,apartamento completo,3,10,9,0,1
202677426,dentro de un día,0,Paris,France,48.84336,2.30677,pieza en hotel,1,10,10,1,1
20409010,dentro de un día,0,Rio de Janeiro,Brazil,-23.01899,-43.4611,apartamento completo,6,10,10,1,1
46543256,dentro de una hora,1,Rio de Janeiro,Brazil,-22.98204,-43.19407,apartamento completo,4,10,10,1,1
26851794,dentro de una hora,1,Rome,Italy,41.91093,12.4663,apartamento completo,9,10,10,1,1
14367826,dentro de algunas horas,0,Rome,Italy,41.89008,12.50778,apartamento completo,4,10,10,1,1
86274365,dentro de un día,0,Cape Town,South Africa,-33.72194,18.44397,apartamento completo,2,10,10,1,0
2602425,dentro de un día,0,Istanbul,Turkey,41.05171,29.00736,pieza privada en departamento,2,10,10,0,0
68144917,dentro de un día,0,Cape Town,South Africa,-34.01174,18.44176,casa completa,7,10,10,0,1
76028290,dentro de algunas horas,1,Mexico City,Mexico,19.43838,-99.13281,pieza privada en departamento,2,9,10,0,0
158882217,dentro de algunas horas,0,Rio de Janeiro,Brazil,-23.00577,-43.48576,condominio completo,4,10,9,0,1
77575034,dentro de una hora,1,Istanbul,Turkey,41.05354,28.99166,apartamento completo,3,10,10,0,1
151331046,dentro de una hora,0,Bangkok,Thailand,13.77593,100.59604,condominio completo,4,9,10,0,1
14983376,dentro de una hora,0,Rio de Janeiro,Brazil,-22.96201,-43.17276,apartamento completo,2,10,10,0,1
371302485,dentro de un día,0,Paris,France,48.83807,2.35121,apartamento completo,2,10,10,0,0
215253827,dentro de una hora,1,Paris,France,48.86044,2.279,apartamento completo,2,10,10,0,0
98699583,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.97616,-43.1883,apartamento completo,5,7,9,0,1
156370168,dentro de un día,0,Mexico City,Mexico,19.44093,-99.18288,apartamento completo,4,10,10,0,0
16035346,dentro de un día,0,New York,United States,40.65057,-73.97858,apartamento completo,3,10,10,1,1
183337842,dentro de una hora,1,Istanbul,Turkey,41.06973,28.98876,apartamento completo,4,10,9,1,1
3906966,dentro de una hora,1,Istanbul,Turkey,41.02737,28.97671,apartamento completo,5,10,10,1,1
1369759,dentro de algunos días o más,0,Rome,Italy,41.88818,12.47107,apartamento completo,2,10,10,0,1
223450420,dentro de una hora,0,Istanbul,Turkey,41.03311,28.98697,apartamento completo,2,10,10,0,0
59857334,dentro de algunas horas,1,Sydney,Australia,-34.08007,151.15821,pieza privada en departamento,2,10,10,0,1
1624011,dentro de algunas horas,0,Cape Town,South Africa,-33.91672,18.38948,apartamento completo,2,10,10,0,0
31312633,dentro de algunas horas,1,Rio de Janeiro,Brazil,-22.9829,-43.1906,apartamento completo,4,10,10,0,1
4636680,dentro de una hora,0,Mexico City,Mexico,19.35296,-99.19312,apartamento completo,3,10,10,0,0
33080453,dentro de una hora,1,Mexico City,Mexico,19.33716,-99.17606,pieza privada en departamento,2,10,10,0,0
45043987,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.96385,-43.17298,apartamento completo,6,10,10,0,1
73359383,dentro de un día,0,New York,United States,40.70459,-73.93342,apartamento completo,4,10,10,0,1
290010877,dentro de algunos días o más,0,Bangkok,Thailand,13.73831,100.56068,departamento con servicios completo,2,10,10,0,1
301789178,dentro de una hora,1,Sydney,Australia,-33.79769,151.28035,apartamento completo,2,10,10,0,0
218234629,dentro de algunas horas,1,Rome,Italy,41.89616,12.45265,apartamento completo,3,10,9,0,1
121476497,dentro de algunas horas,1,Istanbul,Turkey,40.99126,28.83584,apartamento completo,4,9,9,0,1
172313851,dentro de un día,0,Cape Town,South Africa,-34.14044,18.35473,casa completa,6,10,10,1,1
14808387,dentro de una hora,0,Rio de Janeiro,Brazil,-22.94728,-43.18609,apartamento completo,6,10,10,1,0
40491540,dentro de una hora,0,Paris,France,48.8256,2.3588,apartamento completo,2,10,10,0,0
53419956,dentro de algunas horas,1,Cape Town,South Africa,-34.00416,18.42872,apartamento completo,2,10,10,1,1
105878573,dentro de una hora,0,New York,United States,40.66645,-73.88767,pieza privada en departamento,2,9,9,0,1
255747590,dentro de una hora,1,Sydney,Australia,-33.86187,151.06324,apartamento completo,5,10,9,0,1
106732364,dentro de una hora,1,Mexico City,Mexico,19.43292,-99.19039,pieza privada en departamento,2,10,10,0,0
162347026,dentro de una hora,0,Rome,Italy,41.89619,12.47239,apartamento completo,4,10,10,0,1
60553853,dentro de una hora,1,Bangkok,Thailand,13.75917,100.50319,pieza privada en casa,2,10,9,1,1
55152407,dentro de una hora,1,Istanbul,Turkey,41.03148,28.98721,apartamento completo,6,10,10,1,1
12945822,dentro de una hora,0,Cape Town,South Africa,-33.88308,18.49539,condominio completo,4,10,10,0,0
16620056,dentro de algunas horas,1,Rio de Janeiro,Brazil,-22.92184,-43.21506,pieza privada en departamento,2,10,10,0,1
9363850,dentro de un día,1,Sydney,Australia,-33.8519,151.13553,apartamento completo,2,10,10,0,1
2789557,dentro de un día,0,New York,United States,40.75985,-73.96114,pieza privada en departamento,2,9,9,0,1
139357580,dentro de una hora,1,New York,United States,40.77253,-73.90472,pieza privada en casa,2,10,9,0,1
349300873,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.94815,-43.25967,pieza privada en casa,1,10,10,0,0
191504924,dentro de una hora,0,Paris,France,48.84903,2.26565,apartamento completo,2,10,10,1,0
195579169,dentro de una hora,0,Paris,France,48.86281,2.35802,apartamento completo,6,10,10,0,0
146408355,dentro de una hora,1,Hong Kong,China,22.24079,113.97761,pieza privada en departamento,4,10,10,0,1
231770223,dentro de algunas horas,0,Paris,France,48.87526,2.38674,apartamento completo,2,10,10,0,0
21776276,dentro de un día,0,Istanbul,Turkey,40.99475,29.02568,apartamento completo,2,10,10,0,0
84315,dentro de una hora,1,Mexico City,Mexico,19.41222,-99.18997,apartamento completo,3,10,10,0,0
333686350,dentro de una hora,0,Paris,France,48.8664,2.37433,apartamento completo,4,10,10,0,0
3151538,dentro de algunas horas,1,Mexico City,Mexico,19.40591,-99.18833,apartamento completo,4,10,10,1,0
5875318,dentro de algunas horas,0,Istanbul,Turkey,41.03714,28.98409,apartamento completo,5,10,10,0,0
26154101,dentro de una hora,1,Rio de Janeiro,Brazil,-22.98372,-43.19492,apartamento completo,3,10,10,1,1
46026691,dentro de una hora,1,Istanbul,Turkey,41.02688,28.97772,apartamento completo,7,10,10,0,0
17234626,dentro de un día,0,Paris,France,48.8734,2.36222,apartamento completo,4,10,10,0,0
6536301,dentro de algunas horas,1,Paris,France,48.87145,2.35444,apartamento completo,5,10,10,1,0
4827357,dentro de una hora,1,Paris,France,48.84504,2.3241,apartamento completo,5,10,10,1,1
15038360,dentro de una hora,1,Istanbul,Turkey,41.02788,28.97291,apartamento completo,3,10,10,0,1
26736483,dentro de una hora,0,Bangkok,Thailand,13.7889,100.54823,apartamento completo,2,9,9,1,1
35222545,dentro de una hora,1,Rio de Janeiro,Brazil,-23.00035,-43.34801,apartamento completo,3,10,10,0,1
31645976,dentro de algunas horas,1,Sydney,Australia,-33.91779,151.25493,apartamento completo,6,10,10,1,0
141538525,dentro de una hora,0,Cape Town,South Africa,-33.93465,18.41921,apartamento completo,2,10,10,0,0
273820657,dentro de una hora,0,Rio de Janeiro,Brazil,-22.9635,-43.17604,apartamento completo,4,10,10,1,0
310892749,dentro de una hora,0,Rio de Janeiro,Brazil,-22.94956,-43.19117,apartamento completo,4,10,8,0,1
312430370,dentro de una hora,1,Sydney,Australia,-33.94871,151.14049,apartamento completo,5,10,10,0,1
1764914,dentro de una hora,1,Rome,Italy,41.89815,12.47116,apartamento completo,2,10,10,0,1
18582838,dentro de una hora,1,Rio de Janeiro,Brazil,-22.93654,-43.1749,apartamento completo,5,10,10,1,1
16689148,dentro de una hora,1,Paris,France,48.86833,2.36819,apartamento completo,2,10,10,1,0
49735631,dentro de algunas horas,0,Mexico City,Mexico,19.36797,-99.26888,pieza privada en casa,1,10,10,0,0
363834,dentro de un día,1,New York,United States,40.71281,-73.98086,estudio completo,4,10,10,0,1
1031148,dentro de algunas horas,1,New York,United States,40.73826,-73.92458,pieza privada en departamento,2,10,10,0,1
181383331,dentro de una hora,1,Mexico City,Mexico,19.37365,-99.17073,pieza privada en casa,2,10,10,0,0
50274213,dentro de una hora,1,Istanbul,Turkey,41.00592,28.96899,apartamento completo,3,10,10,1,1
24885185,dentro de una hora,1,Cape Town,South Africa,-33.8084,18.48164,apartamento completo,2,10,10,1,0
14988797,dentro de una hora,0,Paris,France,48.8341,2.29495,apartamento completo,6,10,10,0,1
224869116,dentro de una hora,0,Rome,Italy,41.90221,12.49447,apartamento completo,6,10,10,1,1
2098345,dentro de una hora,0,Sydney,Australia,-33.91418,151.26345,apartamento completo,4,10,10,0,0
231799159,dentro de una hora,0,Paris,France,48.87464,2.38813,apartamento completo,5,9,10,1,0
108723090,dentro de una hora,0,Cape Town,South Africa,-34.19382,18.42404,suite de invitado completa,2,10,10,0,0
153694115,dentro de algunas horas,0,Sydney,Australia,-33.88841,151.27944,pieza privada en departamento,2,10,10,0,0
118349368,dentro de un día,0,Cape Town,South Africa,-33.92762,18.37936,casa completa,10,10,10,0,1
106584308,dentro de una hora,1,Cape Town,South Africa,-33.91051,18.41894,apartamento completo,2,10,10,0,1
8657859,dentro de un día,0,Rome,Italy,41.94821,12.45672,apartamento completo,2,10,8,0,1
10680121,dentro de una hora,0,Paris,France,48.87981,2.36494,apartamento completo,2,10,10,1,0
65610612,dentro de un día,0,Rio de Janeiro,Brazil,-22.97732,-43.19211,apartamento completo,6,10,10,1,1
27286333,dentro de una hora,0,Sydney,Australia,-33.87293,151.19491,pieza privada en casa,2,10,10,0,0
112328574,dentro de una hora,0,Mexico City,Mexico,19.40928,-99.16865,pieza en hotel,2,10,10,0,0
160940380,dentro de una hora,1,New York,United States,40.69899,-73.74865,pieza privada en casa,12,10,9,1,1
146294032,dentro de algunas horas,0,Sydney,Australia,-33.88292,151.21417,apartamento completo,6,10,10,1,1
101139031,dentro de una hora,0,Sydney,Australia,-33.89557,151.27306,apartamento completo,4,10,10,0,0
114347504,dentro de una hora,0,Rome,Italy,41.86361,12.46926,apartamento completo,4,9,8,0,1
10071766,dentro de una hora,1,Rome,Italy,41.91121,12.45239,apartamento completo,4,10,10,1,1
285087802,dentro de una hora,1,Mexico City,Mexico,19.39716,-99.17323,pieza privada en casa,2,10,10,0,0
15135033,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.97153,-43.18757,estudio completo,2,10,10,0,1
157603389,dentro de una hora,1,Rome,Italy,41.91547,12.52036,apartamento completo,5,10,10,1,1
4839461,dentro de una hora,0,Paris,France,48.85088,2.31822,apartamento completo,4,10,10,0,1
9151495,dentro de algunas horas,0,Rome,Italy,41.91622,12.50509,apartamento completo,7,10,10,0,0
33871095,dentro de algunas horas,0,Mexico City,Mexico,19.41473,-99.15964,apartamento completo,2,9,10,0,0
233149678,dentro de una hora,1,Istanbul,Turkey,41.02473,28.627,apartamento completo,3,9,9,0,1
40822420,dentro de una hora,1,New York,United States,40.78769,-73.94306,apartamento completo,4,10,9,0,1
307517579,dentro de una hora,0,Rome,Italy,41.90814,12.456,apartamento completo,6,10,10,1,0
340212816,dentro de una hora,1,Rome,Italy,41.86961,12.47915,apartamento completo,4,10,10,0,0
153459100,dentro de algunos días o más,0,Istanbul,Turkey,41.09543,29.08089,pieza privada en departamento,2,10,10,0,0
33648272,dentro de una hora,0,Bangkok,Thailand,13.66557,100.6041,condominio completo,3,9,9,1,1
8911991,dentro de una hora,1,Rome,Italy,41.89014,12.46843,apartamento completo,7,10,10,0,0
145253301,dentro de una hora,1,Sydney,Australia,-33.79786,151.28279,apartamento completo,4,10,10,0,1
4145864,dentro de una hora,1,Sydney,Australia,-33.88125,151.21594,apartamento completo,2,10,10,0,0
14593820,dentro de una hora,1,Cape Town,South Africa,-33.91018,18.39185,apartamento completo,2,10,10,1,0
77407057,dentro de una hora,0,Mexico City,Mexico,19.423,-99.16908,apartamento completo,10,9,10,0,0
89842781,dentro de un día,1,Bangkok,Thailand,13.72135,100.49439,condominio completo,2,10,10,1,1
7212766,dentro de algunos días o más,0,Paris,France,48.88753,2.33494,apartamento completo,6,9,10,1,0
27229964,dentro de una hora,1,Rio de Janeiro,Brazil,-22.96961,-43.38702,apartamento completo,2,8,10,1,1
10321161,dentro de algunas horas,0,Sydney,Australia,-33.84801,151.21183,apartamento completo,2,9,10,0,1
33889567,dentro de una hora,1,Sydney,Australia,-33.89181,151.21362,casa completa,6,10,10,1,0
80329631,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98576,-43.18873,apartamento completo,6,10,10,0,1
15739069,dentro de un día,0,Sydney,Australia,-33.82166,151.20374,apartamento completo,2,10,10,0,1
69310357,dentro de un día,0,Sydney,Australia,-33.8883,151.26933,pieza privada en casa,2,10,10,0,0
11635163,dentro de una hora,1,Istanbul,Turkey,41.03642,28.9752,departamento con servicios completo,2,10,9,1,1
307610328,dentro de un día,0,New York,United States,40.71201,-73.95771,apartamento completo,4,10,10,0,0
2212191,dentro de un día,0,Rome,Italy,41.87234,12.44855,apartamento completo,4,10,9,0,0
328635141,dentro de una hora,0,Paris,France,48.88294,2.29442,apartamento completo,4,10,10,1,0
82678556,dentro de un día,0,Cape Town,South Africa,-33.95863,18.48534,suite de invitado completa,2,10,9,0,0
23376554,dentro de algunas horas,0,Paris,France,48.85415,2.3401,apartamento completo,5,9,10,1,1
57093952,dentro de una hora,1,Paris,France,48.86695,2.34863,apartamento completo,2,10,10,0,0
4457589,dentro de algunas horas,1,Paris,France,48.86017,2.37718,apartamento completo,12,10,10,0,1
45731352,dentro de algunas horas,1,Cape Town,South Africa,-33.8015,18.46292,apartamento completo,4,10,10,0,0
2599528,dentro de algunas horas,0,Paris,France,48.83723,2.28116,apartamento completo,4,10,10,0,0
71027407,dentro de una hora,0,Bangkok,Thailand,13.77115,100.58316,apartamento completo,2,10,10,0,1
158654054,dentro de una hora,0,Bangkok,Thailand,13.70543,100.59167,condominio completo,2,9,9,0,1
54738623,dentro de una hora,0,Paris,France,48.86724,2.38959,apartamento completo,2,8,9,0,0
283561224,dentro de una hora,1,Paris,France,48.87507,2.34149,apartamento completo,2,10,10,0,0
179012367,dentro de un día,0,Rome,Italy,41.91161,12.45952,apartamento completo,4,10,10,0,1
43825074,dentro de una hora,0,New York,United States,40.6838,-73.87778,pieza privada en casa,2,10,10,0,0
164234035,dentro de algunas horas,0,Bangkok,Thailand,13.73853,100.54344,departamento con servicios completo,10,10,8,1,1
30430809,dentro de algunos días o más,0,Paris,France,48.88763,2.34728,pieza privada en departamento,2,9,9,0,0
26406330,dentro de una hora,0,Mexico City,Mexico,19.43381,-99.12823,pieza privada en departamento,2,10,10,0,0
24721535,dentro de un día,0,Sydney,Australia,-33.59963,151.31891,apartamento completo,6,10,9,0,1
30964380,dentro de algunas horas,1,Paris,France,48.87832,2.27267,apartamento completo,4,10,10,1,0
302259031,dentro de una hora,1,Paris,France,48.85026,2.35917,apartamento completo,2,10,10,0,0
14739318,dentro de una hora,0,Sydney,Australia,-33.89743,151.27344,apartamento completo,4,10,10,0,1
132726070,dentro de una hora,1,Mexico City,Mexico,19.40363,-99.14784,pieza privada en departamento,10,10,10,0,0
8492603,dentro de una hora,1,Bangkok,Thailand,13.75509,100.53412,apartamento completo,3,10,10,1,1
209762039,dentro de un día,0,Istanbul,Turkey,41.06206,28.89202,estudio completo,3,9,10,0,0
642004,dentro de una hora,1,New York,United States,40.69132,-73.99312,apartamento completo,6,10,10,0,1
14547679,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.99058,-43.25584,pieza privada en casa,2,10,10,1,1
5056483,dentro de una hora,0,Rome,Italy,41.90463,12.4854,apartamento completo,2,10,10,0,0
82465091,dentro de un día,0,Rio de Janeiro,Brazil,-22.99123,-43.34915,apartamento completo,6,10,10,0,1
40911183,dentro de una hora,1,Bangkok,Thailand,13.71976,100.73608,casa completa,7,10,9,0,1
156314501,dentro de una hora,1,Rio de Janeiro,Brazil,-22.98294,-43.18938,condominio completo,2,10,10,0,1
5598504,dentro de una hora,0,Paris,France,48.85363,2.36683,apartamento completo,3,9,10,0,0
115777793,dentro de un día,0,Rome,Italy,41.90426,12.47591,apartamento completo,7,9,10,1,1
6329883,dentro de un día,0,Rome,Italy,41.91317,12.45245,apartamento completo,9,10,10,0,1
65764222,dentro de algunas horas,1,Cape Town,South Africa,-33.93748,18.41506,casa completa,6,10,10,0,0
308220849,dentro de una hora,1,Istanbul,Turkey,41.03612,28.9777,departamento con servicios completo,2,10,10,0,1
26400936,dentro de una hora,0,Rome,Italy,41.88596,12.51323,apartamento completo,6,10,10,0,1
251151416,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.92895,-43.1782,apartamento completo,2,10,10,0,1
98753435,dentro de una hora,0,Paris,France,48.85427,2.30758,pieza en hotel,1,10,10,1,1
17335070,dentro de un día,1,Rome,Italy,41.90414,12.46209,apartamento completo,6,10,10,0,1
6187963,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.98188,-43.20549,estudio completo,6,10,10,1,1
12315081,dentro de un día,0,Rome,Italy,41.85853,12.39311,casa completa,2,9,9,0,0
56333610,dentro de una hora,0,Paris,France,48.8674,2.35428,apartamento completo,14,10,10,0,0
137628911,dentro de una hora,0,Cape Town,South Africa,-34.1382,18.35673,casa completa,8,10,10,0,0
9293730,dentro de una hora,0,New York,United States,40.7703,-73.95615,apartamento completo,3,10,10,1,1
152242,dentro de una hora,0,Paris,France,48.84075,2.35988,condominio completo,3,9,10,0,0
223785478,dentro de una hora,0,Paris,France,48.85247,2.31947,apartamento completo,4,9,10,0,0
18131643,dentro de una hora,1,Paris,France,48.88256,2.36711,apartamento completo,12,10,10,1,0
9325534,dentro de una hora,1,Rome,Italy,41.96697,12.40945,apartamento completo,5,10,10,0,1
272824348,dentro de una hora,1,New York,United States,40.67961,-73.95029,pieza privada en departamento,1,10,9,0,0
5215877,dentro de una hora,1,Sydney,Australia,-33.87463,151.20433,apartamento completo,6,10,10,0,1
122273631,dentro de algunas horas,0,Paris,France,48.8661,2.30731,apartamento completo,6,10,10,1,1
13013633,dentro de una hora,0,Paris,France,48.82446,2.32083,apartamento completo,4,10,10,1,0
1477208,dentro de un día,1,Rome,Italy,41.89009,12.50017,apartamento completo,9,10,10,1,1
218556530,dentro de algunas horas,0,Cape Town,South Africa,-33.98614,18.47303,suite de invitado completa,2,10,10,0,0
44008042,dentro de algunas horas,1,Paris,France,48.86199,2.35532,apartamento completo,4,10,10,0,0
21630783,dentro de un día,0,Paris,France,48.86501,2.34421,apartamento completo,3,10,10,1,0
57448983,dentro de algunas horas,0,Mexico City,Mexico,19.40932,-99.16653,apartamento completo,4,10,10,0,0
128793815,dentro de un día,0,New York,United States,40.72014,-73.96005,pieza privada en departamento,2,10,10,0,1
123754370,dentro de una hora,0,Cape Town,South Africa,-33.9615,18.3832,casa completa,7,10,10,1,0
43467538,dentro de una hora,1,Bangkok,Thailand,13.75226,100.53909,pieza privada en casa,6,10,9,0,1
11725608,dentro de una hora,1,New York,United States,40.84021,-73.94191,pieza privada en departamento,2,10,9,0,1
3971743,dentro de algunas horas,0,Paris,France,48.85409,2.34632,apartamento completo,6,9,10,1,1
94681222,dentro de algunas horas,1,Rome,Italy,41.87201,12.47912,apartamento completo,3,10,10,0,1
4180031,dentro de una hora,1,Paris,France,48.8661,2.37552,apartamento completo,2,10,10,1,0
307614792,dentro de una hora,1,Mexico City,Mexico,19.32606,-99.14397,apartamento completo,4,10,10,0,0
91332761,dentro de algunas horas,0,Paris,France,48.83903,2.3055,apartamento completo,2,10,10,0,0
38398698,dentro de una hora,0,New York,United States,40.72112,-73.99477,apartamento completo,2,10,10,0,1
41215678,dentro de algunas horas,0,Sydney,Australia,-33.78998,151.28564,apartamento completo,7,10,10,0,0
45625618,dentro de algunas horas,0,New York,United States,40.79808,-73.93382,apartamento completo,4,10,10,0,1
276254355,dentro de algunas horas,0,Rome,Italy,41.72296,12.29827,apartamento completo,4,10,10,0,1
56674981,dentro de un día,0,Cape Town,South Africa,-34.04036,18.35444,casa completa,5,10,10,1,0
221071881,dentro de una hora,0,Sydney,Australia,-33.81178,151.19709,casa completa,8,9,9,0,1
14164539,dentro de un día,0,Rio de Janeiro,Brazil,-22.97092,-43.3892,apartamento completo,4,10,10,0,1
101519635,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-23.00993,-43.36495,apartamento completo,4,8,8,0,1
257663375,dentro de un día,0,Sydney,Australia,-33.90569,151.24934,pieza privada en departamento,2,10,10,0,0
157305309,dentro de algunas horas,0,Mexico City,Mexico,19.32627,-99.14109,apartamento completo,6,10,10,1,0
116480584,dentro de una hora,1,Cape Town,South Africa,-33.97579,18.44859,suite de invitado completa,2,10,10,0,0
46529244,dentro de una hora,1,Sydney,Australia,-33.85277,151.17688,apartamento completo,2,10,10,0,0
195346559,dentro de un día,0,Rome,Italy,41.89449,12.49132,apartamento completo,5,9,10,0,1
80843846,dentro de un día,0,Paris,France,48.85251,2.33382,departamento con servicios completo,2,10,10,0,0
6114680,dentro de algunas horas,0,Rome,Italy,41.89752,12.46844,pieza en hotel,16,8,10,1,1
91654021,dentro de una hora,0,Rio de Janeiro,Brazil,-22.96604,-43.17378,apartamento completo,10,10,10,1,1
56952186,dentro de una hora,0,Rome,Italy,41.90565,12.46066,apartamento completo,6,10,10,0,1
22329998,dentro de algunas horas,1,Paris,France,48.86635,2.35195,apartamento completo,4,10,10,1,0
247481241,dentro de una hora,0,Sydney,Australia,-33.88412,151.27285,apartamento completo,4,9,10,0,1
23236321,dentro de un día,0,Paris,France,48.85546,2.33979,apartamento completo,2,10,10,0,0
148171119,dentro de algunos días o más,0,Rome,Italy,41.88729,12.50507,apartamento completo,5,10,10,0,1
206459807,dentro de una hora,0,New York,United States,40.68376,-73.88031,apartamento completo,4,10,9,1,1
185901783,dentro de una hora,0,Paris,France,48.87993,2.29693,apartamento completo,6,10,10,1,0
2649525,dentro de una hora,0,Sydney,Australia,-33.86442,151.17492,casa completa,5,10,10,0,1
201820041,dentro de algunas horas,1,Cape Town,South Africa,-33.92974,18.42162,apartamento completo,4,10,10,0,1
334485272,dentro de una hora,0,Rio de Janeiro,Brazil,-22.93281,-43.17588,apartamento completo,2,10,10,0,1
